match_id,rival,rival_confederation,peru_score,rival_score,peru_awarded_score,rival_awarded_score,result,shootout_result,awarded_result,tournament_name,tournament_type,official,stadium,city,country,elevation,peru_condition,coach,coach_nationality,date
M0001,Uruguay,CONMEBOL,0,4,0,4,L,,L,Sudamericano 1927,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Pedro Olivieri,Uruguay,01/11/1927
M0002,Bolivia,CONMEBOL,3,2,3,2,W,,W,Sudamericano 1927,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Pedro Olivieri,Uruguay,13/11/1927
M0003,Argentina,CONMEBOL,1,5,1,5,L,,L,Sudamericano 1927,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Pedro Olivieri,Uruguay,27/11/1927
M0004,Argentina,CONMEBOL,0,3,0,3,L,,L,Sudamericano 1929,Copa América/Sudamericano,True,Estadio Viejo Gasómetro,Buenos Aires,Argentina,25,away,Julio Borrelli,Uruguay,03/11/1929
M0005,Uruguay,CONMEBOL,1,4,1,4,L,,L,Sudamericano 1929,Copa América/Sudamericano,True,Estadio Alvear y Tagle,Buenos Aires,Argentina,25,neutral,Julio Borrelli,Uruguay,11/11/1929
M0006,Paraguay,CONMEBOL,0,5,0,5,L,,L,Sudamericano 1929,Copa América/Sudamericano,True,Estadio La Doble Visera,Buenos Aires,Argentina,25,neutral,Julio Borrelli,Uruguay,16/11/1929
M0007,Romania,UEFA,1,3,1,3,L,,L,FIFA World Cup 1930,FIFA World Cup,True,Estadio Pocitos,Montevideo,Uruguay,43,neutral,Francisco Bru,Spain,14/07/1930
M0008,Uruguay,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup 1930,FIFA World Cup,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Francisco Bru,Spain,18/07/1930
M0009,Uruguay,CONMEBOL,0,1,0,1,L,,L,Sudamericano 1935,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Telmo Carbajo,Peru,13/01/1935
M0010,Argentina,CONMEBOL,1,4,1,4,L,,L,Sudamericano 1935,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Telmo Carbajo,Peru,20/01/1935
M0011,Chile,CONMEBOL,1,0,1,0,W,,W,Sudamericano 1935,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Telmo Carbajo,Peru,26/01/1935
M0012,Finland,UEFA,7,3,7,3,W,,W,Olympic Games 1936,Olympic Games,True,Hertha-BSC-Platz,Berlin,Germany,34,neutral,Alberto Denegri,Peru,06/08/1936
M0013,Austria,UEFA,4,2,4,2,W,,L,Olympic Games 1936,Olympic Games,True,Hertha-BSC-Platz,Berlin,Germany,34,neutral,Alberto Denegri,Peru,09/08/1936
M0014,Brazil,CONMEBOL,2,3,2,3,L,,L,Sudamericano 1937,Copa América/Sudamericano,True,Estadio Viejo Gasómetro,Buenos Aires,Argentina,25,neutral,Alberto Denegri,Peru,27/12/1936
M0015,Uruguay,CONMEBOL,2,4,2,4,L,,L,Sudamericano 1937,Copa América/Sudamericano,True,Estadio Viejo Gasómetro,Buenos Aires,Argentina,25,neutral,Alberto Denegri,Peru,06/01/1937
M0016,Argentina,CONMEBOL,0,1,0,1,L,,L,Sudamericano 1937,Copa América/Sudamericano,True,Estadio Viejo Gasómetro,Buenos Aires,Argentina,25,away,Alberto Denegri,Peru,16/01/1937
M0017,Chile,CONMEBOL,2,2,2,2,D,,D,Sudamericano 1937,Copa América/Sudamericano,True,Estadio Viejo Gasómetro,Buenos Aires,Argentina,25,neutral,Alberto Denegri,Peru,21/01/1937
M0018,Paraguay,CONMEBOL,1,0,1,0,W,,W,Sudamericano 1937,Copa América/Sudamericano,True,Estadio Alvear y Tagle,Buenos Aires,Argentina,25,neutral,Alberto Denegri,Peru,24/01/1937
M0019,Colombia,CONMEBOL,4,2,4,2,W,,W,Juegos Bolivarianos 1938,Bolivarianos,True,Estadio Alfonso López Pumarejo,Bogota,Colombia,2582,away,Jack Greenwell,England,08/08/1938
M0020,Ecuador,CONMEBOL,9,1,9,1,W,,W,Juegos Bolivarianos 1938,Bolivarianos,True,Estadio Alfonso López Pumarejo,Bogota,Colombia,2582,neutral,Jack Greenwell,England,11/08/1938
M0021,Bolivia,CONMEBOL,3,0,3,0,W,,W,Juegos Bolivarianos 1938,Bolivarianos,True,Estadio Alfonso López Pumarejo,Bogota,Colombia,2582,neutral,Jack Greenwell,England,14/08/1938
M0022,Venezuela,CONMEBOL,2,1,2,1,W,,W,Juegos Bolivarianos 1938,Bolivarianos,True,Estadio Alfonso López Pumarejo,Bogota,Colombia,2582,neutral,Jack Greenwell,England,17/08/1938
M0023,Ecuador,CONMEBOL,5,2,5,2,W,,W,Sudamericano 1939,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Jack Greenwell,England,15/01/1939
M0024,Chile,CONMEBOL,3,1,3,1,W,,W,Sudamericano 1939,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Jack Greenwell,England,22/01/1939
M0025,Paraguay,CONMEBOL,3,0,3,0,W,,W,Sudamericano 1939,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Jack Greenwell,England,29/01/1939
M0026,Uruguay,CONMEBOL,2,1,2,1,W,,W,Sudamericano 1939,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,Jack Greenwell,England,12/02/1939
M0027,Argentina,CONMEBOL,1,1,1,1,D,,D,Copa Roque Sáenz Peña,Copa Roque Sáenz Peña,False,Estadio Nacional de Perú,Lima,Peru,154,home,Domingo Arrillaga,Spain,19/01/1941
M0028,Argentina,CONMEBOL,1,1,1,1,D,,D,Copa Roque Sáenz Peña,Copa Roque Sáenz Peña,False,Estadio Nacional de Perú,Lima,Peru,154,home,Domingo Arrillaga,Spain,26/01/1941
M0029,Argentina,CONMEBOL,0,3,0,3,L,,L,Copa Roque Sáenz Peña,Copa Roque Sáenz Peña,False,Estadio Nacional de Perú,Lima,Peru,154,home,Domingo Arrillaga,Spain,29/01/1941
M0030,Chile,CONMEBOL,0,1,0,1,L,,L,Sudamericano 1941,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,away,Domingo Arrillaga,Spain,09/02/1941
M0031,Argentina,CONMEBOL,1,2,1,2,L,,L,Sudamericano 1941,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,neutral,Domingo Arrillaga,Spain,12/02/1941
M0032,Ecuador,CONMEBOL,4,0,4,0,W,,W,Sudamericano 1941,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,neutral,Domingo Arrillaga,Spain,23/02/1941
M0033,Uruguay,CONMEBOL,0,2,0,2,L,,L,Sudamericano 1941,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,neutral,Domingo Arrillaga,Spain,26/02/1941
M0034,Paraguay,CONMEBOL,1,1,1,1,D,,D,Sudamericano 1942,Copa América/Sudamericano,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,neutral,Ángel Fernández,Argentina,18/01/1942
M0035,Brazil,CONMEBOL,1,2,1,2,L,,L,Sudamericano 1942,Copa América/Sudamericano,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,neutral,Ángel Fernández,Argentina,21/01/1942
M0036,Argentina,CONMEBOL,1,3,1,3,L,,L,Sudamericano 1942,Copa América/Sudamericano,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,neutral,Ángel Fernández,Argentina,25/01/1942
M0037,Ecuador,CONMEBOL,2,1,2,1,W,,W,Sudamericano 1942,Copa América/Sudamericano,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,neutral,Ángel Fernández,Argentina,28/01/1942
M0038,Uruguay,CONMEBOL,0,3,0,3,L,,L,Sudamericano 1942,Copa América/Sudamericano,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Ángel Fernández,Argentina,01/02/1942
M0039,Chile,CONMEBOL,0,0,0,0,D,,D,Sudamericano 1942,Copa América/Sudamericano,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,neutral,Ángel Fernández,Argentina,07/02/1942
M0040,Paraguay,CONMEBOL,2,2,2,2,D,,D,Sudamericano 1947,Copa América/Sudamericano,True,Estadio George Capwell,Guayaquil,Ecuador,4,neutral,José Arana,Peru,06/12/1947
M0041,Chile,CONMEBOL,1,2,1,2,L,,L,Sudamericano 1947,Copa América/Sudamericano,True,Estadio George Capwell,Guayaquil,Ecuador,4,neutral,José Arana,Peru,09/12/1947
M0042,Argentina,CONMEBOL,2,3,2,3,L,,L,Sudamericano 1947,Copa América/Sudamericano,True,Estadio George Capwell,Guayaquil,Ecuador,4,neutral,José Arana,Peru,11/12/1947
M0043,Ecuador,CONMEBOL,0,0,0,0,D,,D,Sudamericano 1947,Copa América/Sudamericano,True,Estadio George Capwell,Guayaquil,Ecuador,4,away,José Arana,Peru,20/12/1947
M0044,Colombia,CONMEBOL,5,1,5,1,W,,W,Sudamericano 1947,Copa América/Sudamericano,True,Estadio George Capwell,Guayaquil,Ecuador,4,neutral,José Arana,Peru,23/12/1947
M0045,Uruguay,CONMEBOL,0,1,0,1,L,,L,Sudamericano 1947,Copa América/Sudamericano,True,Estadio George Capwell,Guayaquil,Ecuador,4,neutral,José Arana,Peru,25/12/1947
M0046,Bolivia,CONMEBOL,2,0,2,0,W,,W,Sudamericano 1947,Copa América/Sudamericano,True,Estadio George Capwell,Guayaquil,Ecuador,4,neutral,José Arana,Peru,27/12/1947
M0047,Colombia,CONMEBOL,4,0,4,0,W,,W,Sudamericano 1949,Copa América/Sudamericano,True,Estádio São Januário,Rio de Janeiro,Brazil,11,neutral,Arturo Fernández,Peru,10/04/1949
M0048,Paraguay,CONMEBOL,1,3,1,3,L,,L,Sudamericano 1949,Copa América/Sudamericano,True,Estádio São Januário,Rio de Janeiro,Brazil,11,neutral,Arturo Fernández,Peru,13/04/1949
M0049,Ecuador,CONMEBOL,4,0,4,0,W,,W,Sudamericano 1949,Copa América/Sudamericano,True,Estádio São Januário,Rio de Janeiro,Brazil,11,neutral,Arturo Fernández,Peru,20/04/1949
M0050,Brazil,CONMEBOL,1,7,1,7,L,,L,Sudamericano 1949,Copa América/Sudamericano,True,Estádio São Januário,Rio de Janeiro,Brazil,11,away,Arturo Fernández,Peru,24/04/1949
M0051,Bolivia,CONMEBOL,3,0,3,0,W,,W,Sudamericano 1949,Copa América/Sudamericano,True,Estadio Vila Belmiro,Santos,Brazil,2,neutral,Arturo Fernández,Peru,27/04/1949
M0052,Chile,CONMEBOL,3,0,3,0,W,,W,Sudamericano 1949,Copa América/Sudamericano,True,Estádio do Pacaembu,Sao Paulo,Brazil,772,neutral,Arturo Fernández,Peru,30/04/1949
M0053,Uruguay,CONMEBOL,4,3,4,3,W,,W,Sudamericano 1949,Copa América/Sudamericano,True,Estadio General Severiano,Rio de Janeiro,Brazil,11,neutral,Arturo Fernández,Peru,04/05/1949
M0054,Panama,CONCACAF,7,1,7,1,W,,W,Panamericano 1952,Panamericanos,True,Estadio Nacional de Chile,Santiago,Chile,520,neutral,Alfonso Huapaya,Peru,23/03/1952
M0055,Uruguay,CONMEBOL,2,5,2,5,L,,L,Panamericano 1952,Panamericanos,True,Estadio Nacional de Chile,Santiago,Chile,520,neutral,Alfonso Huapaya,Peru,30/03/1952
M0056,Chile,CONMEBOL,2,3,2,3,L,,L,Panamericano 1952,Panamericanos,True,Estadio Nacional de Chile,Santiago,Chile,520,away,Alfonso Huapaya,Peru,02/04/1952
M0057,Brazil,CONMEBOL,0,0,0,0,D,,D,Panamericano 1952,Panamericanos,True,Estadio Nacional de Chile,Santiago,Chile,520,neutral,Alfonso Huapaya,Peru,10/04/1952
M0058,Mexico,CONCACAF,3,0,3,0,W,,W,Panamericano 1952,Panamericanos,True,Estadio Nacional de Chile,Santiago,Chile,520,neutral,Alfonso Huapaya,Peru,20/04/1952
M0059,Bolivia,CONMEBOL,0,1,0,1,L,,L,Sudamericano 1953,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,William Cook,Northern Ireland,22/02/1953
M0060,Ecuador,CONMEBOL,1,0,1,0,W,,W,Sudamericano 1953,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,William Cook,Northern Ireland,28/02/1953
M0061,Chile,CONMEBOL,0,0,0,0,D,,D,Sudamericano 1953,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,William Cook,Northern Ireland,04/03/1953
M0062,Paraguay,CONMEBOL,2,2,2,2,D,,W,Sudamericano 1953,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,William Cook,Northern Ireland,08/03/1953
M0063,Brazil,CONMEBOL,1,0,1,0,W,,W,Sudamericano 1953,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,William Cook,Northern Ireland,19/03/1953
M0064,Uruguay,CONMEBOL,0,3,0,3,L,,L,Sudamericano 1953,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,William Cook,Northern Ireland,28/03/1953
M0065,Chile,CONMEBOL,1,2,1,2,L,,L,Copa del Pacífico 1953,Copa del Pacífico,False,Estadio Nacional de Perú,Lima,Peru,154,home,Ángel Fernández,Argentina,26/07/1953
M0066,Chile,CONMEBOL,5,0,5,0,W,,W,Copa del Pacífico 1953,Copa del Pacífico,False,Estadio Nacional de Perú,Lima,Peru,154,home,Ángel Fernández,Argentina,28/07/1953
M0067,Chile,CONMEBOL,1,2,1,2,L,,L,Copa del Pacífico 1954,Copa del Pacífico,False,Estadio Nacional de Chile,Santiago,Chile,520,away,Juan Valdivieso,Peru,17/09/1954
M0068,Chile,CONMEBOL,4,2,4,2,W,,W,Copa del Pacífico 1954,Copa del Pacífico,False,Estadio Nacional de Chile,Santiago,Chile,520,away,Juan Valdivieso,Peru,19/09/1954
M0069,Chile,CONMEBOL,4,5,4,5,L,,L,Sudamericano 1955,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,away,Juan Valdivieso,Peru,06/03/1955
M0070,Ecuador,CONMEBOL,4,2,4,2,W,,W,Sudamericano 1955,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,neutral,Juan Valdivieso,Peru,13/03/1955
M0071,Argentina,CONMEBOL,2,2,2,2,D,,D,Sudamericano 1955,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,neutral,Juan Valdivieso,Peru,16/03/1955
M0072,Paraguay,CONMEBOL,1,1,1,1,D,,D,Sudamericano 1955,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,neutral,Juan Valdivieso,Peru,23/03/1955
M0073,Uruguay,CONMEBOL,2,1,2,1,W,,W,Sudamericano 1955,Copa América/Sudamericano,True,Estadio Nacional de Chile,Santiago,Chile,520,neutral,Juan Valdivieso,Peru,30/03/1955
M0074,Argentina,CONMEBOL,1,2,1,2,L,,L,Sudamericano 1956,Copa América/Sudamericano,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,neutral,Arturo Fernández,Peru,22/01/1956
M0075,Uruguay,CONMEBOL,0,2,0,2,L,,L,Sudamericano 1956,Copa América/Sudamericano,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Arturo Fernández,Peru,28/01/1956
M0076,Brazil,CONMEBOL,1,2,1,2,L,,L,Sudamericano 1956,Copa América/Sudamericano,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,neutral,Arturo Fernández,Peru,01/02/1956
M0077,Paraguay,CONMEBOL,1,1,1,1,D,,D,Sudamericano 1956,Copa América/Sudamericano,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,neutral,Arturo Fernández,Peru,05/02/1956
M0078,Chile,CONMEBOL,3,4,3,4,L,,L,Sudamericano 1956,Copa América/Sudamericano,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,neutral,Arturo Fernández,Peru,09/02/1956
M0079,Argentina,CONMEBOL,0,0,0,0,D,,D,Panamericano 1956,Panamericanos,True,Estadio Olímpico Universitario,Mexico City,Mexico,2240,neutral,Arturo Fernández,Peru,28/02/1956
M0080,Mexico,CONCACAF,2,0,2,0,W,,W,Panamericano 1956,Panamericanos,True,Estadio Olímpico Universitario,Mexico City,Mexico,2240,away,Arturo Fernández,Peru,04/03/1956
M0081,Brazil,CONMEBOL,0,1,0,1,L,,L,Panamericano 1956,Panamericanos,True,Estadio Olímpico Universitario,Mexico City,Mexico,2240,neutral,Arturo Fernández,Peru,06/03/1956
M0082,Chile,CONMEBOL,2,2,2,2,D,,D,Panamericano 1956,Panamericanos,True,Estadio Olímpico Universitario,Mexico City,Mexico,2240,neutral,Arturo Fernández,Peru,15/03/1956
M0083,Costa Rica,CONCACAF,2,4,2,4,L,,L,Panamericano 1956,Panamericanos,True,Estadio Olímpico Universitario,Mexico City,Mexico,2240,neutral,Arturo Fernández,Peru,17/03/1956
M0084,Ecuador,CONMEBOL,2,1,2,1,W,,W,Sudamericano 1957,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,György Orth,Hungary,10/03/1957
M0085,Chile,CONMEBOL,1,0,1,0,W,,W,Sudamericano 1957,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,György Orth,Hungary,16/03/1957
M0086,Uruguay,CONMEBOL,3,5,3,5,L,,L,Sudamericano 1957,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,György Orth,Hungary,23/03/1957
M0087,Colombia,CONMEBOL,4,1,4,1,W,,W,Sudamericano 1957,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,György Orth,Hungary,27/03/1957
M0088,Brazil,CONMEBOL,0,1,0,1,L,,L,Sudamericano 1957,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,György Orth,Hungary,31/03/1957
M0089,Argentina,CONMEBOL,2,1,2,1,W,,W,Sudamericano 1957,Copa América/Sudamericano,True,Estadio Nacional de Perú,Lima,Peru,154,home,György Orth,Hungary,06/04/1957
M0090,Argentina,CONMEBOL,1,4,1,4,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,György Orth,Hungary,09/04/1957
M0091,Brazil,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 1958,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,György Orth,Hungary,13/04/1957
M0092,Brazil,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 1958,FIFA World Cup Qualifiers,True,Estádio do Maracanã,Rio de Janeiro,Brazil,11,away,György Orth,Hungary,21/04/1957
M0093,Brazil,CONMEBOL,2,2,2,2,D,,D,Sudamericano 1959,Copa América/Sudamericano,True,Estadio Monumental Antonio Vespucio Liberti,Buenos Aires,Argentina,25,neutral,György Orth,Hungary,10/03/1959
M0094,Uruguay,CONMEBOL,5,3,5,3,W,,W,Sudamericano 1959,Copa América/Sudamericano,True,Estadio Monumental Antonio Vespucio Liberti,Buenos Aires,Argentina,25,neutral,György Orth,Hungary,14/03/1959
M0095,Argentina,CONMEBOL,1,3,1,3,L,,L,Sudamericano 1959,Copa América/Sudamericano,True,Estadio Monumental Antonio Vespucio Liberti,Buenos Aires,Argentina,25,away,György Orth,Hungary,18/03/1959
M0096,Chile,CONMEBOL,1,1,1,1,D,,D,Sudamericano 1959,Copa América/Sudamericano,True,Estadio Monumental Antonio Vespucio Liberti,Buenos Aires,Argentina,25,neutral,György Orth,Hungary,21/03/1959
M0097,Bolivia,CONMEBOL,0,0,0,0,D,,D,Sudamericano 1959,Copa América/Sudamericano,True,Estadio Monumental Antonio Vespucio Liberti,Buenos Aires,Argentina,25,neutral,György Orth,Hungary,29/03/1959
M0098,Paraguay,CONMEBOL,1,2,1,2,L,,L,Sudamericano 1959,Copa América/Sudamericano,True,Estadio Monumental Antonio Vespucio Liberti,Buenos Aires,Argentina,25,neutral,György Orth,Hungary,02/04/1959
M0099,England,UEFA,4,1,4,1,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,György Orth,Hungary,17/05/1959
M0100,Spain,UEFA,1,3,1,3,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,György Orth,Hungary,10/07/1960
M0101,Chile,CONMEBOL,2,5,2,5,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Chile,Santiago,Chile,520,away,Marcos Calderón,Peru,19/03/1961
M0102,Colombia,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 1962,FIFA World Cup Qualifiers,True,Estadio El Campín,Bogota,Colombia,2582,away,Marcos Calderón,Peru,30/04/1961
M0103,Colombia,CONMEBOL,1,1,1,1,D,,D,FIFA World Cup Qualifiers 1962,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,07/05/1961
M0104,England,UEFA,0,4,0,4,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Jaime de Almeida,Brazil,20/05/1962
M0105,Brazil,CONMEBOL,0,1,0,1,L,,L,Sudamericano 1963,Copa América/Sudamericano,True,Estadio Félix Capriles,Cochabamba,Bolivia,2558,neutral,Juan Valdivieso,Peru,10/03/1963
M0106,Argentina,CONMEBOL,2,1,2,1,W,,W,Sudamericano 1963,Copa América/Sudamericano,True,Estadio Félix Capriles,Cochabamba,Bolivia,2558,neutral,Juan Valdivieso,Peru,13/03/1963
M0107,Ecuador,CONMEBOL,2,1,2,1,W,,W,Sudamericano 1963,Copa América/Sudamericano,True,Estadio Hernando Siles,La Paz,Bolivia,3625,neutral,Juan Valdivieso,Peru,17/03/1963
M0108,Bolivia,CONMEBOL,2,3,2,3,L,,L,Sudamericano 1963,Copa América/Sudamericano,True,Estadio Hernando Siles,La Paz,Bolivia,3625,away,Juan Valdivieso,Peru,21/03/1963
M0109,Colombia,CONMEBOL,1,1,1,1,D,,D,Sudamericano 1963,Copa América/Sudamericano,True,Estadio Hernando Siles,La Paz,Bolivia,3625,neutral,Juan Valdivieso,Peru,24/03/1963
M0110,Paraguay,CONMEBOL,1,4,1,4,L,,L,Sudamericano 1963,Copa América/Sudamericano,True,Estadio Félix Capriles,Cochabamba,Bolivia,2558,neutral,Juan Valdivieso,Peru,27/03/1963
M0111,Paraguay,CONMEBOL,0,1,0,1,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,03/04/1965
M0112,Chile,CONMEBOL,1,4,1,4,L,,L,Copa del Pacífico 1965,Copa del Pacífico,False,Estadio Nacional de Chile,Santiago,Chile,520,away,Marcos Calderón,Peru,15/04/1965
M0113,Chile,CONMEBOL,0,1,0,1,L,,L,Copa del Pacífico 1965,Copa del Pacífico,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,28/04/1965
M0114,Venezuela,CONMEBOL,1,0,1,0,W,,W,FIFA World Cup Qualifiers 1966,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,16/05/1965
M0115,Venezuela,CONMEBOL,6,3,6,3,W,,W,FIFA World Cup Qualifiers 1966,FIFA World Cup Qualifiers,True,Estadio Olímpico UCV,Caracas,Venezuela,1037,away,Marcos Calderón,Peru,02/06/1965
M0116,Uruguay,CONMEBOL,0,1,0,1,L,,L,FIFA World Cup Qualifiers 1966,FIFA World Cup Qualifiers,True,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,06/06/1965
M0117,Uruguay,CONMEBOL,1,2,1,2,L,,L,FIFA World Cup Qualifiers 1966,FIFA World Cup Qualifiers,True,Estadio Centenario (Montevideo),Montevideo,Uruguay,43,away,Marcos Calderón,Peru,13/06/1965
M0118,Brazil,CONMEBOL,0,4,0,4,L,,L,Amistoso,Amistoso,False,Estádio do Morumbi,Sao Paulo,Brazil,772,away,José Gomes Nogueira,Brazil,04/06/1966
M0119,Brazil,CONMEBOL,1,3,1,3,L,,L,Amistoso,Amistoso,False,Estádio do Maracanã,Rio de Janeiro,Brazil,11,away,José Gomes Nogueira,Brazil,08/06/1966
M0120,Uruguay,CONMEBOL,0,1,0,1,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,28/07/1967
M0121,Japan,AFC,1,0,1,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,28/07/1967
M0122,Japan,AFC,0,0,0,0,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,30/07/1967
M0123,Uruguay,CONMEBOL,1,2,1,2,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Marcos Calderón,Peru,30/07/1967
M0124,Brazil,CONMEBOL,3,4,3,4,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,14/07/1968
M0125,Brazil,CONMEBOL,0,4,0,4,L,,L,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,17/07/1968
M0126,Chile,CONMEBOL,1,2,1,2,L,,L,Copa del Pacífico 1968,Copa del Pacífico,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,18/08/1968
M0127,Chile,CONMEBOL,0,0,0,0,D,,D,Copa del Pacífico 1968,Copa del Pacífico,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,21/08/1968
M0128,Argentina,CONMEBOL,2,2,2,2,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,29/08/1968
M0129,Argentina,CONMEBOL,1,1,1,1,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,01/09/1968
M0130,Mexico,CONCACAF,3,3,3,3,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,20/10/1968
M0131,Brazil,CONMEBOL,1,2,1,2,L,,L,Amistoso,Amistoso,False,Estádio Beira-Rio,Porto Alegre,Brazil,10,away,Didí,Brazil,07/04/1969
M0132,Brazil,CONMEBOL,2,3,2,3,L,,L,Amistoso,Amistoso,False,Estádio do Maracanã,Rio de Janeiro,Brazil,11,away,Didí,Brazil,09/04/1969
M0133,Colombia,CONMEBOL,3,1,3,1,W,,W,Amistoso,Amistoso,False,Estadio El Campín,Bogota,Colombia,2582,away,Didí,Brazil,08/05/1969
M0134,El Salvador,CONCACAF,4,1,4,1,W,,W,Amistoso,Amistoso,False,Estadio Nacional Jorge 'Mágico' González,San Salvador,El Salvador,670,away,Didí,Brazil,14/05/1969
M0135,Mexico,CONCACAF,1,0,1,0,W,,W,Amistoso,Amistoso,False,Estadio Azteca,Mexico City,Mexico,2240,away,Didí,Brazil,20/05/1969
M0136,Mexico,CONCACAF,0,3,0,3,L,,L,Amistoso,Amistoso,False,Estadio León,Leon,Mexico,1800,away,Didí,Brazil,22/05/1969
M0137,Colombia,CONMEBOL,1,1,1,1,D,,D,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,18/06/1969
M0138,Uruguay,CONMEBOL,1,0,1,0,W,,W,Amistoso,Amistoso,False,Estadio Nacional de Perú,Lima,Peru,154,home,Didí,Brazil,27/06/1969
